last part,Pickup Area,Pickup Point
gulshan,Gulshan,"""renaissance dhaka gulshan hotel , gulshan 1 , gulshan"""
banani,Banani,"""scg international corporation co ., ltd . ( bangladesh branch office ) , block c , banani"""
uttara,Uttara,"""sea shell hotel & party palace , secror 10 , uttara"""
basundhara r/a,Bashundhara,"""lake view , h 345 , bashundhara rd , block e , basundhara r/a"""
mirpur,Mirpur,"""parent's blessing milk vita road , rupnagar residential area , mirpur"""
bashundhara r/a,Bashundhara R/A,"""h 514 , rd 1 , block d , bashundhara r/a"""
panthapath,Panthapath,"""etel green road,panthapath"""
gopibag,Gopibagh,"""nayeem murgi ghar,r k mission  rd,gopibag"""
mohammadpur,Mohammadpur,"""calliford shetu,h 14,rd 5,kaderabad housing,mohammadpur"""
banani,Banani,"""sheltech amir abashon,80,road 17a,banani"""
mirpur,Mirpur,"""hashtag coffee,rupnagar residential area,mirpur"""
banani,Banani,"""aarong,rd 11,banani"""
gulshan,Gulshan,"""smiths cafe,hb tower,road 23,guylshan 1,gulshan"""
basundhara r/a,Bashundhara,"""amora,block i,basundhara r/a"""
uttara,Uttara,"""house 34,road 9/c,sector 5,uttara"""
basundhara r/a,Bashundhara,"""332,al haj abdus sobhan road,block b,basundhara r/a"""
mohakhali,Mohakhali,"""elenga cafe,bir uttam ziaur rahman rd,mohakhali"""
basundhara r/a,Bashundhara,"""silicon sristy,shafiat road,c block,basundhara r/a"""
uttara,Uttara,"""house 65,road 11,sector 13,uttara"""
basundhara r/a,Bashundhara,"""touch stone,house 411,nsu driveway,block b,basundhara r/a"""
gulshan,Gulshan,"""crowne plaza dhaka gulshan,gulshan 2,gulshan"""
basundhara r/a,Bashundhara,"""white heart,8/a,road no 2,block d,basundhara r/a"""
uttara,Uttara,"""malaysia chicken,sector 7,uttara"""
nikunja 2,Nikunja,"""h 8,rd 16,nikunja 2"""
basundhara r/a,Bashundhara,"""125,d block 7 no road,block d,basundhara r/a"""
basundhara r/a,Bashundhara,"""rd 9,block i,basundhara r/a"""
banani,Banani,"""cheong shing,block e,banani"""
gulshan 1,Gulshan,"""concord hope,gulshan 1"""
mohammadpur,Mohammadpur,"""rd 2,mohammadia housing ltd,mohammadpur"""
dhanmondi,Dhanmondi,"""azizur 24/7 ambulance service residential area , dhanmondi"""
dhanmondi,Dhanmondi,"""yeasin er college,residential area,dhanmondi"""
mirpur,Mirpur,"""iel engineering ltd,dohs,mirpur"""
mohammadpur,Mohammadpur,"""17/18,block c,tajmahal road,mohammadpur"""
nikunja 2,Nikunja,"""rawson villa , 2 , road 19 , nikunja 2"""
uttara,Uttara,"""alauddin tea stall,gareeb e newaz avenue,sector 11,uttara"""
mohammadpur,Mohammadpur,"""h 100,sher shah suri rd,mohammadpur"""
dhanmondi,Dhanmondi,"""urban panorama,residential area,dhanmondi"""
mohammadpur,Mohammadpur,"""stdl,tripti,adabar,mohammadpur"""
dhanmondi,Dhanmondi,"""labaid fertality centre,green road,dhanmondi"""
dhanmondi,Dhanmondi,"""priyo ltd,residential area,dhanmondi"""
mirpur dohs,Mirpur,"""old school bakery,mirpur dohs"""
banani,Banani,"""rd 13a,banani"""
section 12,Mirpur,"""smart optics , road 13 , section 12"""
basundhara r/a,Bashundhara,"""topia sharuba,280,9 no road,block d,basundhara r/a"""
uttara,Uttara,"""house 22, road 7 , sector 11, uttara"""
mohammadpur,Mohammadpur,"""gaochia chistia store , adabar , mohammadpur"""
dhaka 1208,Mirpur,"""shanta forum,187,188b bir uttam mir shawkat sarak,dhaka 1208"""
nikunja 2,Nikunja,"""khilkhet rail crossing , nikunja 2"""
banani,Banani,"""digital engravers ltd , kemal ataturk avenue , banani"""
uttara,Uttara,"""rann tex,sector 11,uttara"""
mirpur dohs,Mirpur,"""nuvista pharma limited , mirpur dohs"""
bashundhara r/a,Bashundhara R/A,"""dominage perlito sicily , 74 & 75 , road no. 5 , block d, bashundhara r/a"""
bangladesh,Agargaon,"""prince bazar ltd . ( pallabi branch ) , dhaka 1216 , bangladesh"""
uttara,Uttara,"""zaman it , sector 10 , uttara"""
gulshan 1,Gulshan,"""manarat dhaka international school and college , rd 104 , gulshan 1"""
uttara,Uttara,"""chill cafe,sector 7,uttara"""
uttara,Uttara,"""sadia dental care , sector 5 , uttara"""
gulshan,Gulshan,"""red chilli pepper restaurant , gulshan 2 , gulshan"""
uttara,Uttara,"""daily discount bd, sector 4, uttara"""
dhanmondi,Dhanmondi,"""formosa qq tea , green road , dhanmondi"""
gulshan,Gulshan,"""lakeshore hotel gulshan , gulshan 2, gulshan"""
uttara,Uttara,"""indokem bangladesh p l , sector 7 , uttara"""
banani,Banani,"""future technology  , ekmal atatruk  avenue, banani"""
mohammadpur,Mohammadpur,"""high speed broadband internet , bosila housing , mohammadpur"""
banani,Banani,"""navision  navi  world limited , block g , banani"""
kalabagan,Kalabagan,"""i h m tanjim , digital marketing & ecommerce business specialist , girls school road , kalabagan"""
gulshan,Gulshan,"""road  116 , gulshan 1 , gulshan"""
mohammadpur,Mohammadpur,"""t.h bakery & sweets , rayer bazar , mohammadpur"""
uttara,Uttara,"""alif's engineering , sector 4 , uttara"""
panthapath,Panthapath,"""81/82 , hamid tower , free school street , kathalbagan bazar , panthapath"""
mohammadpur,Mohammadpur,"""t-fashion , zafrabad , mohammadpur"""
dhanmondi,Dhanmondi,"""sayma , girls school road , dhanmondi"""
mohammadpur,Mohammadpur,"""h 25 , rd 1, mohammadi housing ltd , mohammadpur"""
basundhara r/a,Bashundhara,"""timit , 39 , road no 1 , block a , basundhara r/a"""
banani,Banani,"""dhaka road division , block e , banani"""
dhanmondi,Dhanmondi,"""hakim heritage , road 6 , dhanmondi"""
section 12,Mirpur,"""1, road 31, section 12"""
khilgaon,Khilgaon,"""h 338 , taltola rd , taltola , khilgaon"""
motijheel,Motijheel,"""united commercial bank capital ltd , motijheel rd , motijheel"""
banani,Banani,"""dizit limited , rozd 4 , block f , banani"""
dhanmondi,Dhanmondi,"""zigatola bus stand , jigatola , dhanmondi"""
niketon,Niketon,"""rd 3 a , niketon"""
mirpur,Mirpur,"""bishmillah pharmacy , monipur , mirpur"""
bashundhara r/a,Bashundhara R/A,"""bangladesh resource improvement trust ( brit 0 hq , block i , bashundhara r/a"""
mohammadpur,Mohammadpur,"""kheya , h 33/a , 40 , rd 2 , pc culture housing society , mohammadpur"""
mohakhali,Mohakhali,"""brac centre , h.no, 75 gulshan badda connecting road , mohakhali c/a , mohakhali"""
mohammadpur,Mohammadpur,"""nahar mohol , h 32, rd 8 , janata housing , mohammadpur"""
dhanmondi,Dhanmondi,"""prantik apartment , west , dhanmondi"""
section 2,Mirpur,"""infinity , mirpur 10  road , section 2"""
basundhara r/a,Bashundhara,"""touch store , house 411 , nsu driveway , block b , basundhara r/a"""
malibagh,Malibagh,"""hosaf shopping complex , h 6/9, outer circular rd , malibagh mor, malibagh"""
agargaon,Agargaon,"""icombd, h 498/1, old shewrapara rd , agargaon"""
mohammadpur,Mohammadpur,"""h 30/4,sher shah suri rd,mohammadpur"""
uttara,Uttara,"""road 2,sector 4,uttara"""
pallabi,Pallabi,"""rd 1,block b,pallabi"""
mohammadpur,Mohammadpur,"""rd 1,mohammadia housing ltd,mohammadpur"""
uttara,Uttara,"""organ rose apartment,house 50,road 10,sector 6,uttara"""
dhanmondi,Dhanmondi,"""new look engineering,residential area,dhanmondi"""
uttara,Uttara,"""ruap main playground,sector 18,uttara"""
west dhanmondi,Dhanmondi,"""sabrina pharma,h 38,sher e bangla rd,tali office,west dhanmondi"""
basundhara r/a,Bashundhara,"""rahiq centre,block g,basundhara r/a"""
dhanmondi,Dhanmondi,"""gulbagh jame mosjid,new elephant road,dhanmondi"""
basundhara r/a,Bashundhara,"""plot 34,rd 9,block b,basundhara r/a"""
banani,Banani,"""star kababb , road 17 , banani"""
dhanmondi,Dhanmondi,"""cp five star,green road,dhanmondi"""
mohammadpur,Mohammadpur,"""our news,bd,adabar,mohammadpur"""
banani,Banani,"""rbd,block c,banani"""
west dhanmondi,Dhanmondi,"""exim bank,10/a,west dhanmondi"""
mohammadpur,Mohammadpur,"""29/6,block c,tajmahal road,mohammadpur"""
paltan,Paltan,"""dc building,maolana bhasani road,fakirapool,paltan"""
gulshan 1,Gulshan,"""thikana,h 2/b,rd 138,gulshan 1"""
dhanmondi,Dhanmondi,"""buy air ticket,residential area,dhanmondi"""
basundhara r/a,Bashundhara,"""mst. mahmuda villa , house 59 , block b , road no. 8 , block b , basundhara r/a"""
uttara,Uttara,"""the doll house makeover & saloon , sector 7 , uttara"""
bashundhara r/a,Bashundhara R/A,"""tbhbl-barakah dreams , block i , bashundhara r/a"""
khilgaon,Khilgaon,"""solarium nidas , h 688 , sipahibag rd , khilgaon"""
mohammadpur,Mohammadpur,"""maxcell seraj , h 2/13 , iqbal rd , mohammadpur"""
uttara,Uttara,"""juboraj sarker , sector 3 , uttara"""
mirpur,Mirpur,"""mr. leather , west kazipara , mirpur"""
bashundhara r/a,Bashundhara R/A,"""athpi tathoi nibash , block m , bashundhara r/a"""
mohammadpur,Mohammadpur,"""chill's  thai restaurant , ring rd , mohammadpur"""
basundhara r/a,Bashundhara,"""black rose , h 446 , rd 17 , block g , basundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""block b , road 5 , block b , bashundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""609, roada no 7, bashundhara r/a"""
gulshan,Gulshan,"""property ark , gulshan 2 , gulshan"""
motijheel,Motijheel,"""h 3, and 4 , kamalapur rd , motijheel"""
uttara,Uttara,"""kushtia  friends club dhaka limited , beribadh road , abdullahpur , uttara"""
uttara,Uttara,"""rupayan city community club , nalbhog , uttara"""
banani,Banani,"""sofia green , 49 , road 6 block c , banani"""
banani,Banani,"""penta global development & r&d center , block k , banani"""
dhanmondi,Dhanmondi,"""professor dr. shaikh nurul fattah rumi , head of ent and head neck  dept. dmc, green road , dhanmondi"""
kuril,Kuril,"""gulnaksha hall 1 , purbachal express highway , kuril"""
uttara,Uttara,"""oushodh  pottho , sector 10 , uttara"""
bashundhara r/a,Bashundhara R/A,"""s/n elegance , block h , bashundhara r/a"""
gulshan,Gulshan,"""middle badda bus stand  d.i.i . road , dakkhin , badda  , gulshan"""
gulshan 1,Gulshan,"""saimon center - saimon group ltd , gulshan 1"""
banani,Banani,"""expresso lounge , road 27 , block k , banani"""
gulshan,Gulshan,"""13, road 32 , gulshan 1 , gulshan"""
uttara,Uttara,"""photo expert bd, sector 7 , uttara"""
dhanmondi,Dhanmondi,"""69/g , pantha path , dhanmondi"""
niketon,Niketon,"""genetic pheonix , block a, niketon"""
panthapath,Panthapath,"""studio metrodesk , purbo rajabazar , panthapath"""
banani,Banani,"""leo king international , new airport rd , banani"""
basundhara r/a,Bashundhara,"""jamuna future park apartment complex , nsu rd , block b , basundhara r/a"""
mirpur 2,Mirpur,"""jamal refrigeration electric works , monipur , mirpur 2"""
uttara,Uttara,"""generator house , sector 7 , uttara"""
banani,Banani,"""shawon mazhar's territory , road 4 , house 93 , block b , banani"""
dhanmondi,Dhanmondi,"""lab aid cardiac hospital , h 1 , rd 4 , dhanmondi"""
uttara,Uttara,"""shaheera begum complex , sector 4 , uttara"""
dhanmondi,Dhanmondi,"""lab aid specialized hospital , h 6 , rd 4, dhanmondi"""
section 2,Mirpur,"""infinity , boundary road , saenpara parbata, section 2"""
gulshan,Gulshan,"""astorion ( gulshan flagship store ) , gulshan 2, gulshan"""
gulshan 1,Gulshan,"""galaxy bangladesh,h 25,rd 4,gulshan 1"""
basundhara r/a,Bashundhara,"""britannia nishat,block c,basundhara r/a"""
uttara,Uttara,"""abc learning institute,sector 4,uttara"""
dhanmondi,Dhanmondi,"""dhaka restaurants,h 54,satmasjid rd,dhanmondi"""
basundhara r/a,Bashundhara,"""938,road no 13, basundhara r/a"""
uttara,Uttara,"""platform of community abd architecture,road 15,sector 14,uttara"""
dhanmondi,Dhanmondi,"""kabab village and restaurant,h 30,rd 6,dhanmondi"""
uttara,Uttara,"""dhaka decor,sector 7,uttara"""
uttara,Uttara,"""shoppers world,sector 7,uttara"""
uttara,Uttara,"""shwapno 12,sector 12,uttara"""
mirpur,Mirpur,"""iz patisserie and cafe,block a,mirpur"""
west dhanmondi,Dhanmondi,"""h 13/14,mitali rd,west dhanmondi"""
basundhara r/a,Bashundhara,"""nsu female lounge,block b,basundhara r/a"""
uttara,Uttara,"""house 45,road 11,sector 13,uttara"""
uttara,Uttara,"""abc skyrise tower,shahjalal ave,sector 4,uttara"""
uttara,Uttara,"""all in all tailors,dholaipara,uttara"""
uttara,Uttara,"""lays fita,road 3f,sector 9,uttara"""
mohammadpur,Mohammadpur,"""jahanara manzil,h 157,salimullah rd,mohammadpur"""
khilgaon,Khilgaon,"""h 252,shipahibag rd,khilgaon"""
basundhara r/a,Bashundhara,"""biswas,house 362,road 9,block c,basundhara r/a"""
banani,Banani,"""friends accessories,block h,banani"""
basundhara r/a,Bashundhara,"""fountain,block b,basundhara r/a"""
mohammadpur,Mohammadpur,"""geotrade,mohammadia housing society,mohammadpur"""
dhanmondi,Dhanmondi,"""fatema sohani bhaban,h 42,north rd,dhanmondi"""
basundhara r/a,Bashundhara,"""90,road 12,basundhara r/a"""
mohammadpur,Mohammadpur,"""laila manzil,h 76/a,rd 3,mohammadi housing ltd,mohammadpur"""
banani,Banani,"""le mont,h 30,16,banani"""
basundhara r/a,Bashundhara,"""alexandra,177,road no 5,block d, basundhara r/a"""
mohammadpur,Mohammadpur,"""8/5,block a,aurangzeb road,mohammadpur"""
mohammadpur,Mohammadpur,"""mega sunrain,h 3/15,iqbal rd,mohammadpur"""
basundhara r/a,Bashundhara,"""126,road 10,basundhara r/a"""
mohammadpur,Mohammadpur,"""meheraz monzil,5/a/18,block d,razia sultana road,mohammadpur"""
banani,Banani,"""pinewood,48,road 13c,banani"""
mirpur,Mirpur,"""daily shop,diabari,mirpur"""
bashundhara r/a,Bashundhara R/A,"""rd 5 , block c, bashundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""independent university bangladesh ( iub) , bashundhara r/a"""
banani dohs,Banani,"""imax plus , banani dohs"""
mohammadpur,Mohammadpur,"""social islami bank limited , atm booth , adabar , mohammadpur"""
nikunja 2,Nikunja,"""china bd business , nikunja 2"""
mirpur 2,Mirpur,"""grameen bank , mirpur college rd , mirpur 2"""
gulshan 1,Gulshan,"""aci godrej agrovet pvt . ltd , bir uttam ak khandakar rd , gulshan 1"""
mohammadpur,Mohammadpur,"""general store , h 104/2 , sher e bangla rd , mohammadpur"""
mohammadpur,Mohammadpur,"""sanchez maya , h 20 , rd 5 , pc culture housing society , mohammadpur"""
uttara,Uttara,"""rd 14 , sector 3 , uttara"""
dhanmondi,Dhanmondi,"""career development center-cdc, sobhanbag , dhanmondi"""
mirpur,Mirpur,"""extensive engineering and service , east kazipara , mirpur"""
dhanmondi,Dhanmondi,"""dr. basil anwar , eye specialist and phaco surgeon , jigatola , dhanmondi"""
fakirapool,Fakirapool,"""apurba restaurant , h 147 , fakirapul rd , fakirapool"""
dhanmondi,Dhanmondi,"""zakir best skin and hair clinic in dhaka , green road , dhanmondi 
"""
bashundhara r/a,Bashundhara R/A,"""imran's residence, house 301/b , ai haj abdus sobhan road, block a, bashundhara r/a"""
uttara,Uttara,"""house 4, road 13 , sector 12, uttara"""
dhanmondi,Dhanmondi,"""dress world , residential area , dhanmondi"""
dhanmondi,Dhanmondi,"""vision eye hospital , green road, dhanmondi"""
khilgaon,Khilgaon,"""shopneel palace , nondipara , khilgaon"""
mirpur dohs,Mirpur,"""bdcom online ltd, mirpur dohs"""
mohammadpur,Mohammadpur,"""segieth villa , h 15 , rd 5 , kaderabad housing , mohammadpur"""
dhanmondi,Dhanmondi,"""mohua apartments , west , dhanmondi"""
mohammadpur,Mohammadpur,"""long , salimullah road , mohammadpur"""
west dhanmondi,Dhanmondi,"""popular pharmacy , 281/1, shankar jafrabad road, west dhanmondi"""
basundhara r/a,Bashundhara,"""lurashna, h 394 395 , rd 21 , block g , basundhara r/a"""
gulshan,Gulshan,"""total service & cleaning center , road 130 , gulshan 1 , gulshan"""
mohammadpur,Mohammadpur,"""fury mart , save time , live better , chadd uddan housing , mohammadpur"""
uttara,Uttara,"""arif cha ghor , sector 6 , uttara"""
mohammadpur,Mohammadpur,"""md. rahad general store , mohammadia residential area , ,mohammadpur"""
mohammadpur,Mohammadpur,"""block d , shahjahan rd , mohammadpur"""
mohammadpur,Mohammadpur,"""h 17/25, ohom jatra st , mohammadpur"""
uttara,Uttara,"""woori bank limited , dhaka mymensingh highway , jasimuddin avenue , sector 3, uttara"""
gulshan,Gulshan,"""tuv rheinland bangladesh private limited , road 113/a , gulshan 2 , gulshan"""
mirpur,Mirpur,"""crush fit , kafrul , mirpur"""
gulshan,Gulshan,"""paan supari , gulshan 2, gulshan"""
basundhara r/a,Bashundhara,"""the noble house , house 28 29 , sayem sobhan anvir road , block c , basundhara r/a"""
mohammadpur,Mohammadpur,"""h 9/18, iqbal rd , mohammadpur"""
paltan,Paltan,"""sky city hotel , kakrail road , dokkhin shajahanpur , paltan"""
bashundhara r/a,Bashundhara R/A,"""prof. dr . p . k . saha , block e , bashundhara r/a"""
mohammadpur,Mohammadpur,"""baitul fazal masjid , bashbari rd , mohammadpur"""
mirpur,Mirpur,"""biswas digital solution , west shewrapara , mirpur"""
bashundhara r/a,Bashundhara R/A,"""rose wood , block b , bashundhara r/a"""
uttara,Uttara,"""house 42 , road 18 , sector 11 , uttara"""
malibagh,Malibagh,"""168 , malibagh college road , malibagh bazar road , malibagh"""
mirpur 2,Mirpur,"""mcl zenith , rd 7 , mirpur 2"""
dhanmondi,Dhanmondi,"""tangail sharee hut , 6 , mirpur road , dhanmondi"""
kuril,Kuril,"""hall 3 , purbachal express highway , kuril"""
basundhara r/a,Bashundhara,"""property index,block g,basundhara r/a"""
gulshan,Gulshan,"""lakeshore,house 46,road 41,gulshan 2,gulshan"""
gulshan 1,Gulshan,"""manoshi coffee corner,shinepukur,gulshan 1"""
paltan,Paltan,"""national security intelligence bangladesh,segunbagicha road,fakirapool,paltan"""
basundhara r/a,Bashundhara,"""rosewood,house 208,road 3,block b,basundhara r/a"""
malibagh,Malibagh,"""outer circular rd,shantibag,malibagh"""
nikunja 2,Nikunja,"""maa manzil,h 24,rd 4,nikunja 2"""
banani,Banani,"""duri lifestyle,vblock c,banani"""
basundhara r/a,Bashundhara,"""nsu law and mooting society,block b, basundhara r/a"""
basundhara r/a,Bashundhara,"""sams view,61,road no 1,block a, basundhara r/a"""
nikunja 2,Nikunja,"""38,road18,nikunja 2"""
basundhara r/a,Bashundhara,"""asad monjil,house 409,nsu driverway,block b, basundhara r/a"""
motijheel,Motijheel,"""rahimafrooz distribution ltd,motijheel rd,motijheel"""
basundhara r/a,Bashundhara,"""bevereluy homes.,99, 6 no road,block d,basundhara r/a"""
motijheel,Motijheel,"""metlife,h 18 20,toyenbee circular rd,motijheel"""
panthapath,Panthapath,"""store bd,west rajabazar,indira road,panthapath"""
gulshan,Gulshan,"""cathay pacific,doreen tower,dit ii cir,gulshan 2,gulshan"""
basundhara r/a,Bashundhara,"""house 165/d,road 7,block c, basundhara r/a"""
mirpur,Mirpur,"""craft lifestyle,dohs,mirpur"""
uttara,Uttara,"""anchorage the residence,sector 4,uttara"""
bangladesh,Agargaon,"""civiliavation colony,bangladesh"""
motijheel,Motijheel,"""mahir enterprise,kamalapur rd,motijheel"""
tajmahal road,Mohammadpur,"""h&c bakery,mohammadpur,tajmahal road"""
banani,Banani,"""parichoy,h 60,rd 9f,banani"""
dhanmondi,Dhanmondi,"""secret beuaty,residential area,dhanmondi"""
dhanmondi,Dhanmondi,"""four seasons restaurant,road 16,dhanmondi"""
shahjadpur,Shahjadpur,"""suvastu najar valley shopping ,all,shahjadpur"""
motijheel,Motijheel,"""metrocem group head office,dilkusha,motijheel"""
nikunja 2,Nikunja,"""khilkhet traffic police box , nikunja 2"""
dhanmondi,Dhanmondi,"""zhr digital residential area , dhanmondi"""
